account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
account_name,account_id,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,impressions,frequency,clicks,unique_clicks,spend,reach,cpp,cpm,unique_link_clicks_ctr,ctr,unique_ctr,cpc,cost_per_unique_click,objective,buying_type,created_time,date_start,date_stop
Online Markete C,2249427205249909,Медитации,120211712433070154,1)ЕС ретаргет,120211714395850154,1,120211714395720154,898.0,1.111386,18.0,16.0,13.46,808.0,16.658416,14.988864,1.361386,2.004454,1.980198,0.747778,0.84125,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,2)ЕС лал,120211714395730154,1,120211714395840154,2505.0,1.070971,24.0,22.0,14.0,2339.0,5.985464,5.588822,0.89782,0.958084,0.940573,0.583333,0.636364,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,1)ЕС лал,120211714395740154,1,120211714395860154,1641.0,1.06697,29.0,26.0,14.14,1538.0,9.193758,8.616697,1.430429,1.767215,1.690507,0.487586,0.543846,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,6)ЕС лал,120211714395770154,1,120211714395870154,2576.0,1.135802,38.0,36.0,13.66,2268.0,6.022928,5.302795,1.455026,1.475155,1.587302,0.359474,0.379444,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,4)ЕС лал,120211714395750154,1,120211714395880154,2045.0,1.083157,22.0,20.0,13.57,1888.0,7.1875,6.635697,1.006356,1.075795,1.059322,0.616818,0.6785,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,5)ЕС лал,120211714395790154,1,120211714395890154,1867.0,1.089265,26.0,24.0,13.62,1714.0,7.946324,7.295126,1.225204,1.392608,1.400233,0.523846,0.5675,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,3)ЕС лал,120211714395760154,1,120211714395900154,1803.0,1.101405,24.0,21.0,13.82,1637.0,8.442272,7.665003,1.282834,1.331115,1.282834,0.575833,0.658095,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,4)ЕС ретаргет,120211714395780154,1,120211714395910154,1214.0,1.182084,21.0,20.0,13.26,1027.0,12.911392,10.92257,1.363194,1.729819,1.94742,0.631429,0.663,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,3)ЕС ретаргет,120211714395800154,1,120211714395920154,984.0,1.210332,15.0,14.0,13.54,813.0,16.654367,13.760163,1.476015,1.52439,1.722017,0.902667,0.967143,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,2)ЕС ретаргет,120211714395810154,1,120211714395930154,957.0,1.203774,7.0,7.0,13.63,795.0,17.144654,14.242424,0.628931,0.731452,0.880503,1.947143,1.947143,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,6)ЕС ретаргет,120211714395830154,1,120211714395940154,1057.0,1.301724,18.0,18.0,13.66,812.0,16.82266,12.923368,1.35468,1.702933,2.216749,0.758889,0.758889,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,5)ЕС ретаргет,120211714395820154,1,120211714395950154,1085.0,1.175515,16.0,15.0,13.54,923.0,14.669556,12.479263,1.191766,1.474654,1.625135,0.84625,0.902667,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-17,2024-07-17
Online Markete C,2249427205249909,Медитации,120211712433070154,1)ЕС ретаргет,120211714395850154,1,120211714395720154,1675.0,1.25,45.0,44.0,20.04,1340.0,14.955224,11.964179,2.686567,2.686567,3.283582,0.445333,0.455455,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-18,2024-07-18
Online Markete C,2249427205249909,Медитации,120211712433070154,2)ЕС лал,120211714395730154,1,120211714395840154,884.0,1.076736,14.0,14.0,6.29,821.0,7.661389,7.115385,1.705238,1.58371,1.705238,0.449286,0.449286,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-18,2024-07-18
Online Markete C,2249427205249909,Медитации,120211712433070154,1)ЕС лал,120211714395740154,1,120211714395860154,1749.0,1.175403,48.0,42.0,19.85,1488.0,13.340054,11.349342,2.284946,2.744425,2.822581,0.413542,0.472619,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-18,2024-07-18
Online Markete C,2249427205249909,Медитации,120211712433070154,6)ЕС лал,120211714395770154,1,120211714395870154,1605.0,1.317734,85.0,76.0,19.82,1218.0,16.272578,12.34891,6.239737,5.29595,6.239737,0.233176,0.260789,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-18,2024-07-18
Online Markete C,2249427205249909,Медитации,120211712433070154,4)ЕС лал,120211714395750154,1,120211714395880154,2489.0,1.109675,53.0,49.0,18.8,2243.0,8.381632,7.553234,1.827909,2.129369,2.184574,0.354717,0.383673,OUTCOME_LEADS,AUCTION,2024-07-17,2024-07-18,2024-07-18
